throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
0.691973,7.000000,-100.000000,-12.000000,0.000000,6.000000,12.000000,0.000000,13542402.000000,850.000000
10.335900,6.000000,-91.000000,-7.000000,20.000000,6.000000,12.000000,0.000000,13542403.000000,850.000000
7.216150,8.000000,-94.000000,-8.000000,16.000000,5.000000,12.000000,11.650000,13542403.000000,850.000000
2.419840,5.000000,-100.000000,-10.000000,1.000000,6.000000,12.000000,14.430000,13542403.000000,850.000000
2.249210,5.000000,-110.000000,-17.000000,-8.000000,3.000000,12.000000,0.000000,13542403.000000,850.000000
0.726942,2.000000,-106.000000,-20.000000,-8.000000,1.000000,23.000000,13.540000,13880067.000000,850.000000
0.934448,10.000000,-104.000000,-15.000000,-5.000000,4.000000,12.000000,13.320000,13542403.000000,850.000000
13.934200,8.000000,-90.000000,-11.000000,6.000000,2.000000,7.000000,0.000000,13416962.000000,850.000000
12.477700,7.000000,-90.000000,-11.000000,7.000000,7.000000,7.000000,6.330000,13416962.000000,850.000000
3.827770,0.100000,-85.000000,-11.000000,13.000000,9.000000,7.000000,9.570000,13416962.000000,850.000000
4.783260,2.000000,-92.000000,-10.000000,-1.000000,4.000000,7.000000,11.880000,13416962.000000,850.000000
2.768490,6.000000,-95.000000,-12.000000,-1.000000,7.000000,7.000000,11.810000,13416962.000000,850.000000
4.145610,4.000000,-97.000000,-14.000000,-5.000000,5.000000,12.000000,7.250000,13542402.000000,850.000000
0.246351,0.500000,-100.000000,-13.000000,-4.000000,7.000000,12.000000,5.320000,13542402.000000,850.000000
3.318580,6.000000,-102.000000,-14.000000,-2.000000,5.000000,12.000000,13.990000,13542402.000000,850.000000
4.542500,7.000000,-101.000000,-18.000000,-5.000000,4.000000,12.000000,14.810000,13542402.000000,850.000000
1.904080,2.000000,-100.000000,-16.000000,-3.000000,4.000000,13.000000,14.470000,13880067.000000,850.000000
2.947680,0.500000,-96.000000,-14.000000,-2.000000,7.000000,8.000000,14.680000,13542402.000000,850.000000
2.427180,3.000000,-103.000000,-16.000000,-3.000000,5.000000,8.000000,15.030000,13542402.000000,850.000000
3.356830,10.000000,-88.000000,-11.000000,4.000000,8.000000,8.000000,11.860000,13542402.000000,850.000000
1.961210,9.000000,-101.000000,-16.000000,-3.000000,4.000000,8.000000,0.880000,13542402.000000,850.000000
2.106040,5.000000,-106.000000,-15.000000,-3.000000,4.000000,14.000000,0.000000,13542403.000000,850.000000
