throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
3.898640,3.000000,-100.000000,-9.000000,13.000000,11.000000,71.000000,13.680000,13067274.000000,1865.100000
4.123730,0.100000,-105.000000,-11.000000,-4.000000,11.000000,71.000000,13.600000,13067274.000000,1865.100000
0.914328,5.000000,-113.000000,-11.000000,5.000000,7.000000,71.000000,12.770000,13067274.000000,1865.100000
2.222690,4.000000,-110.000000,-16.000000,-6.000000,6.000000,23.000000,11.830000,13532675.000000,860.000000
1.495700,6.000000,-111.000000,-15.000000,-7.000000,4.000000,23.000000,12.520000,13532675.000000,860.000000
9.745700,8.000000,-111.000000,-9.000000,7.000000,10.000000,14.000000,12.740000,12806666.000000,1865.100000
7.119550,3.000000,-100.000000,-7.000000,11.000000,9.000000,14.000000,13.560000,12806666.000000,1865.100000
9.340340,2.000000,-100.000000,-7.000000,8.000000,10.000000,14.000000,13.590000,12806666.000000,1865.100000
12.118900,8.000000,-103.000000,-7.000000,12.000000,15.000000,14.000000,8.830000,12806666.000000,1865.100000
8.483560,2.000000,-105.000000,-10.000000,12.000000,1.000000,14.000000,13.230000,12806666.000000,1865.100000
4.938290,0.100000,-102.000000,-8.000000,13.000000,11.000000,14.000000,14.840000,12806666.000000,1865.100000
4.102580,0.100000,-103.000000,-8.000000,11.000000,15.000000,14.000000,14.830000,12806666.000000,1865.100000
6.276970,2.000000,-109.000000,-8.000000,-1.000000,15.000000,14.000000,13.550000,12806666.000000,1865.100000
3.791480,0.100000,-106.000000,-8.000000,16.000000,15.000000,14.000000,5.230000,12806666.000000,1865.100000
8.412200,4.000000,-107.000000,-9.000000,8.000000,15.000000,14.000000,0.000000,12806666.000000,1865.100000
4.301090,0.100000,-107.000000,-8.000000,9.000000,14.000000,14.000000,0.000000,12806666.000000,1865.100000
8.215960,7.000000,-106.000000,-7.000000,10.000000,10.000000,14.000000,6.300000,12806666.000000,1865.100000
3.940890,2.000000,-110.000000,-9.000000,5.000000,9.000000,14.000000,12.170000,12806666.000000,1865.100000
6.864010,4.000000,-111.000000,-10.000000,-3.000000,11.000000,14.000000,14.190000,12806666.000000,1865.100000
7.114270,4.000000,-111.000000,-12.000000,8.000000,12.000000,14.000000,9.760000,12806666.000000,1865.100000
8.324660,8.000000,-111.000000,-9.000000,13.000000,12.000000,14.000000,0.000000,12806666.000000,1865.100000
3.053440,0.500000,-109.000000,-10.000000,4.000000,12.000000,14.000000,0.000000,12806666.000000,1865.100000
4.793930,9.000000,-108.000000,-9.000000,6.000000,11.000000,14.000000,14.070000,12806666.000000,1865.100000
4.400140,8.000000,-112.000000,-10.000000,4.000000,6.000000,14.000000,12.530000,12806666.000000,1865.100000
5.094730,4.000000,-112.000000,-14.000000,-1.000000,6.000000,71.000000,12.100000,13067274.000000,1865.100000
5.826660,3.000000,-98.000000,-10.000000,6.000000,9.000000,71.000000,9.960000,13067274.000000,1865.100000
6.358740,9.000000,-102.000000,-12.000000,3.000000,10.000000,71.000000,13.480000,13067274.000000,1865.100000
2.995130,1.000000,-105.000000,-10.000000,2.000000,10.000000,71.000000,13.210000,13067274.000000,1865.100000
1.431130,0.100000,-114.000000,-11.000000,7.000000,8.000000,71.000000,13.680000,13067274.000000,1865.100000
4.610950,2.000000,-115.000000,-12.000000,-1.000000,7.000000,17.000000,5.120000,12806666.000000,1865.100000
4.387170,4.000000,-114.000000,-9.000000,-3.000000,4.000000,17.000000,9.140000,12806666.000000,1865.100000
7.111110,2.000000,-111.000000,-11.000000,1.000000,7.000000,17.000000,11.510000,12806666.000000,1865.100000
9.384950,7.000000,-102.000000,-13.000000,1.000000,7.000000,17.000000,13.440000,12806666.000000,1865.100000
14.424800,5.000000,-103.000000,-7.000000,-3.000000,7.000000,17.000000,0.000000,12806666.000000,1865.100000
12.834200,9.000000,-107.000000,-8.000000,11.000000,9.000000,17.000000,15.190000,12806666.000000,1865.100000
7.345070,6.000000,-106.000000,-9.000000,11.000000,15.000000,17.000000,15.070000,12806666.000000,1865.100000
15.841600,4.000000,-103.000000,-8.000000,16.000000,11.000000,17.000000,14.750000,12806666.000000,1865.100000
9.482420,3.000000,-102.000000,-6.000000,16.000000,15.000000,17.000000,15.570000,12806666.000000,1865.100000
8.837340,4.000000,-106.000000,-8.000000,9.000000,15.000000,17.000000,14.690000,12806666.000000,1865.100000
6.153850,2.000000,-105.000000,-7.000000,14.000000,10.000000,17.000000,7.920000,12806666.000000,1865.100000
3.921580,0.100000,-107.000000,-9.000000,7.000000,14.000000,17.000000,11.850000,12806666.000000,1865.100000
6.015040,1.000000,-107.000000,-8.000000,6.000000,14.000000,17.000000,15.450000,12806666.000000,1865.100000
4.930160,3.000000,-107.000000,-7.000000,6.000000,14.000000,17.000000,0.000000,12806666.000000,1865.100000
